iter	Passed	Remaining
382	2758	8045
383	2766	8041
384	2773	8033
385	2780	8025
386	2787	8017
387	2794	8008
388	2801	8000
389	2807	7991
390	2815	7985
391	2822	7977
392	2829	7970
393	2836	7962
394	2843	7953
395	2849	7944
396	2856	7935
397	2863	7928
398	2869	7919
399	2877	7913
400	2884	7906
401	2893	7902
402	2900	7894
403	2907	7888
404	2915	7881
405	2922	7873
406	2929	7867
407	2936	7859
408	2944	7855
409	2951	7846
410	2958	7839
411	2965	7831
412	2972	7824
413	2980	7817
414	2986	7809
415	2994	7801
416	3000	7792
417	3007	7784
418	3013	7775
419	3020	7766
420	3028	7761
421	3034	7752
422	3042	7747
423	3049	7737
424	3055	7729
425	3062	7721
426	3069	7713
427	3077	7708
428	3083	7698
429	3092	7694
430	3099	7686
431	3106	7680
432	3113	7671
433	3120	7665
434	3128	7658
435	3134	7649
436	3141	7642
437	3148	7634
438	3156	7629
439	3164	7622
440	3171	7616
441	3177	7606
442	3184	7597
443	3191	7590
444	3198	7582
445	3205	7575
446	3212	7566
447	3218	7558
448	3226	7551
449	3232	7543
450	3240	7537
451	3247	7529
452	3255	7524
453	3262	7515
454	3269	7508
455	3276	7500
456	3283	7492
457	3290	7485
458	3297	7477
459	3305	7472
460	3313	7466
461	3321	7461
462	3328	7455
463	3336	7448
464	3342	7440
465	3349	7431
466	3356	7423
467	3362	7415
468	3369	7408
469	3376	7400
470	3384	7394
471	3392	7388
472	3399	7381
473	3407	7375
474	3413	7366
475	3420	7359
476	3427	7350
477	3435	7344
478	3441	7336
479	3449	7329
480	3455	7321
481	3462	7313
482	3470	7306
483	3477	7298
484	3484	7293
485	3491	7284
486	3499	7278
487	3505	7269
488	3512	7262
489	3519	7255
490	3526	7247
491	3534	7240
492	3541	7233
493	3549	7228
494	3557	7222
495	3565	7217
496	3572	7210
497	3580	7204
498	3587	7197
499	3594	7189
500	3602	7184
501	3610	7177
502	3618	7172
503	3625	7164
504	3633	7158
505	3640	7150
506	3647	7144
507	3654	7136
508	3662	7129
509	3668	7121
510	3675	7113
511	3682	7106
512	3689	7099
513	3697	7092
514	3704	7084
515	3711	7078
516	3718	7069
517	3725	7061
518	3731	7053
519	3738	7046
520	3746	7040
521	3753	7032
522	3761	7025
523	3767	7017
524	3774	7010
525	3781	7002
526	3788	6994
527	3795	6987
528	3802	6979
529	3810	6973
530	3817	6965
531	3823	6957
532	3830	6949
533	3837	6941
534	3845	6935
535	3851	6927
536	3859	6922
537	3866	6914
538	3873	6906
539	3880	6898
540	3887	6890
541	3894	6883
542	3901	6875
543	3909	6870
544	3916	6862
545	3923	6854
546	3929	6846
547	3936	6839
548	3943	6831
549	3950	6823
550	3957	6816
551	3964	6808
552	3971	6800
553	3978	6793
554	3985	6785
555	3992	6779
556	4000	6772
557	4008	6766
558	4012	6753
559	4019	6746
560	4027	6741
561	4035	6735
562	4042	6728
563	4049	6720
564	4057	6714
565	4065	6708
566	4073	6703
567	4080	6695
568	4088	6689
569	4095	6681
570	4102	6673
571	4109	6666
572	4115	6658
573	4123	6652
574	4131	6645
575	4139	6640
576	4146	6632
577	4154	6626
578	4161	6618
579	4168	6612
580	4175	6603
581	4181	6596
582	4188	6588
583	4195	6580
584	4203	6573
585	4209	6565
586	4216	6558
587	4223	6550
588	4229	6542
589	4236	6534
590	4243	6527
591	4251	6521
592	4258	6513
593	4265	6505
594	4272	6499
595	4279	6491
596	4286	6484
597	4293	6475
598	4300	6468
599	4307	6461
600	4314	6454
601	4321	6446
602	4328	6438
603	4335	6431
604	4342	6424
605	4350	6418
606	4357	6410
607	4364	6402
608	4370	6394
609	4377	6386
610	4384	6379
611	4391	6371
612	4398	6365
613	4405	6356
614	4411	6348
615	4418	6341
616	4425	6333
617	4433	6326
618	4440	6319
619	4448	6313
620	4455	6306
621	4462	6299
622	4469	6292
623	4476	6284
624	4483	6277
625	4490	6269
626	4497	6262
627	4504	6254
628	4512	6247
629	4519	6241
630	4527	6235
631	4534	6227
632	4541	6219
633	4548	6213
634	4556	6206
635	4563	6199
636	4570	6192
637	4578	6185
638	4585	6178
639	4587	6164
640	4595	6157
641	4601	6150
642	4608	6142
643	4616	6136
644	4635	6145
645	4642	6137
646	4648	6129
647	4655	6121
648	4662	6114
649	4669	6106
650	4677	6100
651	4684	6092
652	4692	6086
653	4699	6078
654	4706	6071
655	4712	6063
656	4719	6055
657	4727	6049
658	4734	6041
659	4741	6035
660	4748	6026
661	4754	6018
662	4762	6011
663	4768	6004
664	4776	5997
665	4783	5990
666	4791	5984
667	4798	5976
668	4805	5969
669	4811	5961
670	4819	5953
671	4826	5947
672	4833	5939
673	4841	5933
674	4848	5925
675	4855	5918
676	4862	5911
677	4869	5903
678	4875	5895
679	4882	5887
680	4890	5881
681	4897	5873
682	4904	5867
683	4911	5859
684	4918	5851
685	4924	5843
686	4931	5836
687	4939	5829
688	4946	5822
689	4954	5816
690	4961	5808
691	4970	5803
692	4978	5797
693	4987	5792
694	4994	5785
695	5002	5778
696	5010	5772
697	5018	5766
698	5025	5758
699	5032	5751
700	5040	5744
701	5048	5739
702	5055	5731
703	5062	5724
704	5069	5717
705	5076	5709
706	5084	5703
707	5092	5696
708	5100	5690
709	5107	5682
710	5114	5675
711	5121	5667
712	5127	5659
713	5134	5652
714	5141	5645
715	5149	5638
716	5156	5630
717	5163	5623
718	5170	5616
719	5177	5608
720	5184	5601
721	5191	5593
722	5199	5587
723	5205	5579
724	5213	5573
725	5220	5565
726	5227	5558
727	5234	5550
728	5241	5543
729	5249	5536
730	5256	5529
731	5263	5522
732	5270	5514
733	5276	5506
734	5283	5499
735	5290	5492
736	5298	5485
737	5304	5477
738	5312	5470
739	5318	5462
740	5325	5454
741	5332	5447
742	5339	5439
743	5346	5432
744	5353	5424
745	5360	5418
746	5367	5410
747	5374	5403
748	5381	5395
749	5388	5388
750	5396	5381
751	5402	5374
752	5410	5367
753	5416	5359
754	5423	5351
755	5431	5345
756	5439	5338
757	5447	5332
758	5454	5324
759	5461	5318
760	5469	5311
761	5478	5305
762	5485	5298
763	5493	5291
764	5501	5285
765	5508	5278
766	5515	5270
767	5522	5263
768	5530	5257
769	5537	5250
770	5545	5243
771	5553	5236
772	5560	5229
773	5566	5221
774	5574	5214
775	5581	5207
776	5587	5199
777	5594	5192
778	5601	5184
779	5609	5177
780	5615	5170
781	5624	5163
782	5630	5156
783	5638	5149
784	5644	5141
785	5651	5133
786	5658	5126
787	5665	5119
788	5672	5112
789	5679	5104
790	5687	5097
791	5693	5089
792	5700	5082
793	5707	5075
794	5714	5067
795	5722	5060
796	5729	5053
797	5736	5046
798	5742	5038
799	5749	5031
800	5757	5023
801	5763	5016
802	5771	5009
803	5777	5001
804	5785	4994
805	5791	4986
806	5798	4979
807	5805	4972
808	5812	4964
809	5820	4958
810	5827	4951
811	5836	4944
812	5842	4937
813	5850	4930
814	5857	4922
815	5864	4915
816	5871	4908
817	5878	4901
818	5886	4894
819	5893	4887
820	5900	4880
821	5907	4872
822	5914	4865
823	5921	4858
824	5928	4850
825	5936	4844
826	5943	4836
827	5950	4829
828	5957	4821
829	5964	4814
830	5971	4807
831	5977	4799
832	5985	4792
833	5991	4784
834	5999	4778
835	6006	4770
836	6014	4763
837	6020	4756
838	6027	4748
839	6035	4741
840	6041	4734
841	6049	4727
842	6055	4719
843	6063	4712
844	6069	4705
845	6076	4697
846	6083	4690
847	6091	4683
848	6098	4676
849	6105	4668
850	6113	4662
851	6120	4654
852	6126	4647
853	6133	4639
854	6139	4631
855	6147	4625
856	6154	4617
857	6161	4610
858	6168	4602
859	6174	4595
860	6182	4588
861	6188	4580
862	6196	4573
863	6203	4566
864	6211	4559
865	6217	4552
866	6224	4544
867	6231	4537
868	6237	4529
869	6245	4522
870	6251	4514
871	6259	4507
872	6265	4500
873	6273	4493
874	6280	4486
875	6287	4479
876	6295	4472
877	6303	4465
878	6310	4458
879	6317	4451
880	6324	4443
881	6331	4436
882	6337	4428
883	6345	4421
884	6352	4414
885	6360	4407
886	6367	4400
887	6374	4393
888	6381	4385
889	6387	4378
890	6395	4371
891	6401	4363
892	6409	4356
893	6416	4349
894	6424	4342
895	6431	4335
896	6438	4327
897	6444	4320
898	6451	4312
899	6459	4306
900	6466	4298
901	6473	4291
902	6480	4284
903	6486	4276
904	6493	4269
905	6500	4261
906	6507	4254
907	6514	4247
908	6521	4240
909	6528	4232
910	6535	4225
911	6542	4218
912	6548	4210
913	6555	4203
914	6562	4195
915	6569	4188
916	6576	4181
917	6583	4174
918	6590	4166
919	6597	4159
920	6604	4152
921	6611	4144
922	6619	4137
923	6626	4130
924	6632	4122
925	6639	4115
926	6646	4108
927	6653	4101
928	6660	4093
929	6669	4088
930	6676	4080
931	6683	4073
932	6690	4065
933	6697	4058
934	6704	4051
935	6711	4044
936	6719	4037
937	6726	4030
938	6733	4022
939	6740	4015
940	6746	4007
941	6753	4000
942	6760	3993
943	6768	3986
944	6774	3978
945	6781	3971
946	6789	3964
947	6795	3957
948	6803	3950
949	6810	3942
950	6818	3936
951	6825	3928
952	6832	3921
953	6839	3914
954	6846	3907
955	6853	3899
956	6860	3892
957	6867	3885
958	6874	3878
959	6882	3871
960	6889	3864
961	6897	3857
962	6903	3849
963	6910	3842
964	6917	3835
965	6924	3828
966	6931	3820
967	6938	3813
968	6946	3806
969	6953	3799
970	6959	3791
971	6967	3784
972	6973	3777
973	6980	3769
974	6987	3762
975	6994	3755
976	7001	3748
977	7008	3740
978	7015	3733
979	7022	3726
980	7029	3719
981	7036	3711
982	7043	3704
983	7049	3696
984	7056	3689
985	7064	3682
986	7071	3675
987	7079	3668
988	7086	3661
989	7094	3654
990	7100	3647
991	7107	3639
992	7114	3632
993	7120	3624
994	7128	3617
995	7134	3610
996	7142	3603
997	7148	3595
998	7155	3588
999	7162	3581
1000	7169	3573
1001	7176	3566
1002	7183	3559
1003	7190	3552
1004	7197	3545
1005	7204	3537
1006	7211	3530
1007	7218	3523
1008	7225	3516
1009	7232	3508
1010	7239	3501
1011	7246	3494
1012	7252	3486
1013	7259	3479
1014	7266	3472
1015	7273	3465
1016	7280	3457
1017	7287	3450
1018	7293	3442
1019	7300	3435
1020	7308	3428
1021	7315	3421
1022	7323	3414
1023	7330	3407
1024	7336	3400
1025	7343	3392
1026	7350	3385
1027	7357	3378
1028	7364	3370
1029	7371	3363
1030	7378	3356
1031	7385	3349
1032	7391	3341
1033	7398	3334
1034	7406	3327
1035	7413	3320
1036	7421	3313
1037	7427	3306
1038	7434	3298
1039	7441	3291
1040	7448	3284
1041	7455	3277
1042	7462	3269
1043	7470	3263
1044	7477	3255
1045	7484	3248
1046	7491	3241
1047	7497	3233
1048	7504	3226
1049	7511	3219
1050	7519	3212
1051	7526	3205
1052	7533	3198
1053	7540	3190
1054	7547	3183
1055	7555	3176
1056	7561	3169
1057	7569	3162
1058	7576	3155
1059	7583	3147
1060	7590	3140
1061	7597	3133
1062	7604	3126
1063	7610	3118
1064	7618	3111
1065	7625	3104
1066	7632	3097
1067	7639	3090
1068	7646	3083
1069	7653	3075
1070	7661	3068
1071	7668	3061
1072	7675	3054
1073	7683	3047
1074	7689	3040
1075	7696	3032
1076	7703	3025
1077	7709	3018
1078	7717	3011
1079	7723	3003
1080	7732	2996
1081	7738	2989
1082	7746	2982
1083	7752	2975
1084	7759	2967
1085	7766	2960
1086	7773	2953
1087	7780	2946
1088	7787	2939
1089	7794	2931
1090	7801	2924
1091	7807	2917
1092	7814	2909
1093	7821	2902
1094	7828	2895
1095	7835	2888
1096	7842	2880
1097	7850	2874
1098	7857	2866
1099	7864	2859
1100	7871	2852
1101	7879	2845
1102	7885	2838
1103	7892	2830
1104	7899	2823
1105	7907	2816
1106	7914	2809
1107	7922	2802
1108	7930	2795
1109	7937	2788
1110	7946	2782
1111	7953	2775
1112	7960	2767
1113	7967	2760
1114	7974	2753
1115	7981	2746
1116	7988	2739
1117	7996	2732
1118	8003	2724
1119	8010	2717
1120	8017	2710
1121	8024	2703
1122	8031	2696
1123	8037	2688
1124	8045	2681
1125	8052	2674
1126	8059	2667
1127	8067	2660
1128	8074	2653
1129	8081	2646
1130	8087	2638
1131	8095	2631
1132	8102	2624
1133	8109	2617
1134	8116	2610
1135	8124	2603
1136	8131	2595
1137	8138	2588
1138	8144	2581
1139	8151	2574
1140	8159	2567
1141	8166	2559
1142	8173	2553
1143	8180	2545
1144	8187	2538
1145	8193	2531
1146	8201	2523
1147	8208	2516
1148	8214	2509
1149	8222	2502
1150	8228	2495
1151	8235	2487
1152	8242	2480
1153	8250	2473
1154	8257	2466
1155	8264	2459
1156	8272	2452
1157	8279	2445
1158	8287	2438
1159	8293	2430
1160	8300	2423
1161	8308	2416
1162	8314	2409
1163	8322	2402
1164	8328	2394
1165	8336	2387
1166	8342	2380
1167	8349	2373
1168	8356	2366
1169	8363	2358
1170	8370	2351
1171	8377	2344
1172	8385	2337
1173	8392	2330
1174	8399	2323
1175	8407	2316
1176	8413	2308
1177	8421	2301
1178	8427	2294
1179	8435	2287
1180	8441	2280
1181	8448	2272
1182	8455	2265
1183	8462	2258
1184	8469	2251
1185	8477	2244
1186	8485	2237
1187	8492	2230
1188	8499	2223
1189	8505	2215
1190	8512	2208
1191	8520	2201
1192	8526	2194
1193	8533	2187
1194	8540	2179
1195	8547	2172
1196	8554	2165
1197	8561	2158
1198	8568	2151
1199	8575	2143
1200	8584	2137
1201	8590	2129
1202	8598	2122
1203	8605	2115
1204	8612	2108
1205	8618	2101
1206	8625	2093
1207	8632	2086
1208	8639	2079
1209	8647	2072
1210	8654	2065
1211	8661	2058
1212	8668	2050
1213	8674	2043
1214	8682	2036
1215	8688	2029
1216	8696	2022
1217	8704	2015
1218	8711	2008
1219	8718	2000
1220	8725	1993
1221	8732	1986
1222	8739	1979
1223	8746	1972
1224	8752	1964
1225	8760	1957
1226	8766	1950
1227	8773	1943
1228	8781	1936
1229	8788	1929
1230	8796	1922
1231	8803	1914
1232	8811	1908
1233	8817	1900
1234	8825	1893
1235	8832	1886
1236	8838	1879
1237	8846	1872
1238	8852	1864
1239	8860	1857
1240	8866	1850
1241	8873	1843
1242	8880	1836
1243	8887	1828
1244	8895	1821
1245	8901	1814
1246	8908	1807
1247	8915	1800
1248	8922	1793
1249	8929	1785
1250	8935	1778
1251	8943	1771
1252	8950	1764
1253	8957	1757
1254	8964	1750
1255	8971	1742
1256	8977	1735
1257	8984	1728
1258	8991	1721
1259	8998	1714
1260	9006	1707
1261	9013	1699
1262	9020	1692
1263	9027	1685
1264	9034	1678
1265	9043	1671
1266	9050	1664
1267	9057	1657
1268	9065	1650
1269	9073	1643
1270	9080	1636
1271	9088	1629
1272	9096	1622
1273	9104	1615
1274	9112	1608
1275	9122	1601
1276	9129	1594
1277	9136	1587
1278	9143	1579
1279	9150	1572
1280	9157	1565
1281	9164	1558
1282	9172	1551
1283	9178	1544
1284	9186	1537
1285	9194	1529
1286	9200	1522
1287	9207	1515
1288	9214	1508
1289	9221	1501
1290	9228	1494
1291	9236	1486
1292	9242	1479
1293	9249	1472
1294	9256	1465
1295	9262	1458
1296	9270	1450
1297	9277	1443
1298	9285	1436
1299	9292	1429
1300	9300	1422
1301	9307	1415
1302	9314	1408
1303	9321	1401
1304	9328	1393
1305	9335	1386
1306	9342	1379
1307	9349	1372
1308	9356	1365
1309	9363	1358
1310	9370	1350
1311	9376	1343
1312	9383	1336
1313	9390	1329
1314	9397	1322
1315	9404	1314
1316	9410	1307
1317	9417	1300
1318	9424	1293
1319	9432	1286
1320	9440	1279
1321	9447	1272
1322	9455	1264
1323	9461	1257
1324	9468	1250
1325	9475	1243
1326	9482	1236
1327	9489	1229
1328	9496	1221
1329	9503	1214
1330	9509	1207
1331	9517	1200
1332	9524	1193
1333	9531	1186
1334	9538	1178
1335	9546	1171
1336	9553	1164
1337	9560	1157
1338	9567	1150
1339	9574	1143
1340	9581	1136
1341	9588	1128
1342	9595	1121
1343	9602	1114
1344	9609	1107
1345	9616	1100
1346	9623	1093
1347	9630	1085
1348	9637	1078
1349	9645	1071
1350	9652	1064
1351	9659	1057
1352	9666	1050
1353	9673	1043
1354	9680	1035
1355	9687	1028
1356	9694	1021
1357	9700	1014
1358	9707	1007
1359	9714	1000
1360	9721	992
1361	9728	985
1362	9735	978
1363	9743	971
1364	9750	964
1365	9757	957
1366	9764	950
1367	9771	942
1368	9778	935
1369	9784	928
1370	9792	921
1371	9799	914
1372	9805	907
1373	9812	899
1374	9819	892
1375	9827	885
1376	9834	878
1377	9841	871
1378	9848	864
1379	9855	856
1380	9862	849
1381	9869	842
1382	9876	835
1383	9883	828
1384	9890	821
1385	9897	814
1386	9903	806
1387	9910	799
1388	9917	792
1389	9924	785
1390	9931	778
1391	9939	771
1392	9946	763
1393	9953	756
1394	9961	749
1395	9968	742
1396	9975	735
1397	9981	728
1398	9988	721
1399	9995	713
1400	10003	706
1401	10010	699
1402	10017	692
1403	10024	685
1404	10031	678
1405	10038	671
1406	10045	664
1407	10053	656
1408	10060	649
1409	10067	642
1410	10074	635
1411	10081	628
1412	10088	621
1413	10095	614
1414	10103	606
1415	10109	599
1416	10116	592
1417	10122	585
1418	10129	578
1419	10137	571
1420	10144	563
1421	10151	556
1422	10158	549
1423	10165	542
1424	10172	535
1425	10179	528
1426	10187	521
1427	10194	513
1428	10201	506
1429	10207	499
1430	10214	492
1431	10221	485
1432	10229	478
1433	10236	471
1434	10242	463
1435	10250	456
1436	10257	449
1437	10264	442
1438	10271	435
1439	10278	428
1440	10285	421
1441	10291	413
1442	10299	406
1443	10305	399
1444	10312	392
1445	10319	385
1446	10326	378
1447	10334	371
1448	10340	363
1449	10348	356
1450	10355	349
1451	10363	342
1452	10370	335
1453	10376	328
1454	10383	321
1455	10390	314
1456	10398	306
1457	10404	299
1458	10411	292
1459	10418	285
1460	10425	278
1461	10432	271
1462	10439	264
1463	10446	256
1464	10453	249
1465	10460	242
1466	10467	235
1467	10473	228
1468	10481	221
1469	10488	214
1470	10495	206
1471	10502	199
1472	10509	192
1473	10516	185
1474	10522	178
1475	10529	171
1476	10536	164
1477	10543	156
1478	10550	149
1479	10557	142
1480	10564	135
1481	10570	128
1482	10578	121
1483	10585	114
1484	10592	106
1485	10599	99
1486	10607	92
1487	10614	85
1488	10621	78
1489	10629	71
1490	10636	64
1491	10643	57
1492	10650	49
1493	10657	42
1494	10663	35
1495	10670	28
1496	10677	21
1497	10684	14
1498	10691	7
1499	10698	0
